a+,"[0.0, 0.0]"
steadfast,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
steadfastly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
steadfastness,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
steadiest,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
steadiness,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
steady,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stellar,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stellarly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stimulate,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stimulates,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stimulating,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stimulative,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stirringly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
straighten,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
straightforward,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
streamlined,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
striking,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
strikingly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
striving,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
strong,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stronger,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
strongest,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stunned,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stunning,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stunningly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stupendous,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stupendously,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sturdier,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sturdy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stylish,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stylishly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stylized,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
suave,"[0.0, 0.0, 0.0, 0.0, 0.0]"
suavely,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sublime,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
subsidize,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
subsidized,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
subsidizes,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
subsidizing,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
substantive,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
succeed,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
succeeded,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
succeeding,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
succeeds,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
succes,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
success,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
successes,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
successful,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
successfully,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
suffice,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sufficed,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
suffices,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sufficient,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sufficiently,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
suitable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sumptuous,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sumptuously,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sumptuousness,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
super,"[0.0, 0.0, 0.0, 0.0, 0.0]"
superb,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
superbly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
superior,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
superiority,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
supple,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
support,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
supported,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
supporter,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
supporting,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
supportive,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
supports,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
supremacy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
supreme,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
supremely,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
supurb,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
supurbly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
surmount,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
surpass,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
surreal,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
survival,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
survivor,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sustainability,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sustainable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
swank,"[0.0, 0.0, 0.0, 0.0, 0.0]"
swankier,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
swankiest,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
swanky,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sweeping,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sweet,"[0.0, 0.0, 0.0, 0.0, 0.0]"
sweeten,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sweetheart,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sweetly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sweetness,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
swift,"[0.0, 0.0, 0.0, 0.0, 0.0]"
swiftness,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
talent,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
talented,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
talents,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tantalize,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tantalizing,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tantalizingly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tempt,"[0.0, 0.0, 0.0, 0.0, 0.0]"
tempting,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
temptingly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tenacious,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tenaciously,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tenacity,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tender,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tenderly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
terrific,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
terrifically,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thank,"[0.0, 0.0, 0.0, 0.0, 0.0]"
thankful,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thinner,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thoughtful,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thoughtfully,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thoughtfulness,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thrift,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thrifty,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thrill,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thrilled,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thrilling,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thrillingly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thrills,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thrive,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thriving,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thumb-up,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thumbs-up,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tickle,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tidy,"[0.0, 0.0, 0.0, 0.0]"
time-honored,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
timely,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tingle,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
titillate,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
titillating,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
titillatingly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
togetherness,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tolerable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
toll-free,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
top,"[0.0, 0.0, 0.0]"
top-notch,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
top-quality,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
topnotch,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tops,"[0.0, 0.0, 0.0, 0.0]"
tough,"[0.0, 0.0, 0.0, 0.0, 0.0]"
tougher,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
toughest,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
traction,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tranquil,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tranquility,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
transparent,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
treasure,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tremendously,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
trendy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
triumph,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
triumphal,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
triumphant,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
triumphantly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
trivially,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
trophy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
trouble-free,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
trump,"[0.0, 0.0, 0.0, 0.0, 0.0]"
trumpet,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
trust,"[0.0, 0.0, 0.0, 0.0, 0.0]"
trusted,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
trusting,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
trustingly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
trustworthiness,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
trustworthy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
trusty,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
truthful,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
truthfully,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
truthfulness,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
twinkly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ultra-crisp,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unabashed,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unabashedly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unaffected,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unassailable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unbeatable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unbiased,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unbound,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
uncomplicated,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unconditional,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
undamaged,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
undaunted,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
understandable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
undisputable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
undisputably,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
undisputed,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unencumbered,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unequivocal,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unequivocally,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unfazed,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unfettered,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unforgettable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unity,"[0.0, 0.0, 0.0, 0.0, 0.0]"
unlimited,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unmatched,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unparalleled,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unquestionable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unquestionably,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unreal,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unrestricted,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unrivaled,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unselfish,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
unwavering,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
upbeat,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
upgradable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
upgradeable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
upgraded,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
upheld,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
uphold,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
uplift,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
uplifting,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
upliftingly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
upliftment,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
upscale,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
usable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
useable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
useful,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
user-friendly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
user-replaceable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
valiant,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
valiantly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
valor,"[0.0, 0.0, 0.0, 0.0, 0.0]"
valuable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
variety,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
venerate,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
verifiable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
veritable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
versatile,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
versatility,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
vibrant,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
vibrantly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
victorious,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
victory,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
viewable,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
vigilance,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
vigilant,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
virtue,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
virtuous,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
virtuously,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
visionary,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
vivacious,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
vivid,"[0.0, 0.0, 0.0, 0.0, 0.0]"
vouch,"[0.0, 0.0, 0.0, 0.0, 0.0]"
vouchsafe,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
warm,"[0.0, 0.0, 0.0, 0.0]"
warmer,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
warmhearted,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
warmly,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
warmth,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wealthy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
welcome,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well,"[0.0, 0.0, 0.0, 0.0]"
well-backlit,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well-balanced,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well-behaved,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well-being,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well-bred,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well-connected,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well-educated,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well-established,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well-informed,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well-intentioned,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well-known,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well-made,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
well-managed,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
